transaction_id,order_id,customer_id,customer_email,transaction_timestamp,product_id,category,quantity,unit_price,payment_method,status
TXN-10194,ORD-50194,CUST-319,user_296@gmail.com,2026-07-26 20:21:51,PROD-8263,Books,2.0,,Debit Card,Pending
TXN-10195,ORD-50195,CUST-134,user_633@gmail.com,2026-07-29 20:40:40,PROD-3428,Sports,6.0,29.37,Debit Card,Completed
TXN-10196,ORD-50196,CUST-669,user_886@gmail.com,2026-07-28 15:18:22,PROD-6375,Apparel,2.0,261.34,Debit Card,Pending
TXN-10197,ORD-50197,CUST-585,user_406@company.org,2026-07-29 19:50:57,PROD-1399,Beauty,3.0,71.8,Debit Card,Failed
TXN-10198,ORD-50198,CUST-415,user_588@gmail.com,2026-07-30 02:46:02,PROD-8296,Books,-1.0,393.22,UPI,Pending
TXN-10199,ORD-50199,CUST-208,user_183@yahoo.com,2026-07-30 23:24:28,PROD-5761,Books,4.0,443.76,UPI,Completed
TXN-10200,ORD-50200,CUST-369,user_617@company.org,2026-07-26 14:01:14,PROD-6813,Electronics,5.0,87.13,Debit Card,Completed
TXN-10201,ORD-50201,CUST-655,user_442@company.org,2026-07-26 21:36:55,PROD-7019,Apparel,3.0,17.9,PayPal,Completed
TXN-10202,ORD-50202,CUST-892,user_510@yahoo.com,2026-07-28 10:22:38,PROD-8158,Sports,1.0,132.69,PayPal,Failed
TXN-10203,ORD-50203,CUST-390,user_957@yahoo.com,2026-07-30 00:42:57,PROD-5422,Apparel,1.0,173.31,UPI,Failed
TXN-10204,ORD-50204,CUST-486,user_234@company.org,2026-07-29 14:23:00,PROD-2797,Apparel,3.0,225.3,UPI,Completed
TXN-10205,ORD-50205,CUST-238,user_181@gmail.com,2026-07-29 14:38:25,PROD-6927,Apparel,8.0,21.36,UPI,Failed
TXN-10206,ORD-50206,CUST-719,user_973@yahoo.com,2026-07-31 19:58:17,PROD-9864,Beauty,10.0,71.88,Debit Card,Pending
TXN-10207,ORD-50207,CUST-809,user_368@outlook.com,2026-07-26 22:01:59,PROD-4247,Home & Kitchen,1.0,316.1,PayPal,Failed
TXN-10208,ORD-50208,CUST-245,user_461@yahoo.com,2026-08-01 06:26:24,PROD-6670,Apparel,3.0,390.22,Debit Card,Pending
TXN-10209,ORD-50209,CUST-760,user_693@yahoo.com,2026-07-27 02:06:53,PROD-4445,Books,,139.52,PayPal,Failed
TXN-10210,ORD-50210,CUST-647,user_796@outlook.com,2026-07-26 05:53:40,PROD-4422,Books,3.0,312.22,Credit Card,Completed
TXN-10211,ORD-50211,CUST-707,user_401@company.org,2026-07-29 22:17:16,PROD-6605,Home & Kitchen,5.0,0.0,PayPal,Failed
TXN-10212,ORD-50212,CUST-105,user_991@gmail.com,2026-07-31 19:59:57,PROD-7623,Apparel,3.0,322.17,PayPal,Pending
TXN-10213,ORD-50213,CUST-353,user_350@company.org,2026-07-28 17:16:55,PROD-1937,Beauty,5.0,320.84,PayPal,Failed
TXN-10214,ORD-50214,CUST-716,user_181@gmail.com,2026-07-29 06:44:38,PROD-2191,Electronics,4.0,449.38,Debit Card,Completed
TXN-10215,ORD-50215,CUST-580,user_471@gmail.com,2026-07-28 11:14:59,PROD-3935,Sports,7.0,376.5,Credit Card,Pending
TXN-10216,ORD-50216,CUST-936,user_833@yahoo.com,2026-07-28 10:31:12,PROD-3808,Apparel,-1.0,87.21,PayPal,Completed
TXN-10217,ORD-50217,CUST-414,user_456@outlook.com,2026-07-26 13:33:10,PROD-3583,Books,6.0,153.38,Debit Card,Failed
TXN-10218,ORD-50218,CUST-252,user_608gmail.com,2026-07-28 21:40:52,PROD-7964,Books,6.0,449.24,UPI,Completed
TXN-10219,ORD-50219,CUST-410,user_982@gmail.com,2026-07-26 15:52:21,PROD-7235,Home & Kitchen,6.0,0.0,PayPal,Completed
TXN-10220,ORD-50220,CUST-370,user_944@gmail.com,2026-07-29 21:31:26,PROD-6075,Home & Kitchen,7.0,338.67,UPI,Completed
TXN-10221,ORD-50221,CUST-931,user_658@outlook.com,2026-07-26 23:50:40,PROD-3687,Electronics,9.0,165.9,Credit Card,Failed
TXN-10222,ORD-50222,CUST-895,user_307@outlook.com,2027-02-12 16:25:04,PROD-5791,Electronics,7.0,221.75,UPI,Failed
TXN-10223,ORD-50223,CUST-884,user_624@gmail.com,2026-07-27 07:45:25,PROD-9754,Beauty,3.0,107.25,PayPal,Pending
TXN-10224,ORD-50224,CUST-571,user_842@yahoo.com,2026-07-31 12:15:08,PROD-2728,Beauty,9.0,416.54,Debit Card,Completed
TXN-10225,ORD-50225,CUST-786,user_857@company.org,2026-07-28 22:45:50,PROD-9390,Sports,7.0,94.25,UPI,Pending
TXN-10226,ORD-50226,CUST-264,user_595@gmail.com,2026-07-29 15:51:13,PROD-7701,Books,9.0,112.42,PayPal,Pending
TXN-10227,ORD-50227,CUST-862,user_577@outlook.com,2026-07-30 10:21:58,PROD-6929,Beauty,8.0,,UPI,Completed
TXN-10228,ORD-50228,CUST-814,user_501@gmail.com,2026-07-27 05:49:20,PROD-3867,Sports,1.0,91.9,Credit Card,Failed
TXN-10229,ORD-50229,CUST-318,user_686@gmail.com,2026-07-29 12:40:57,PROD-3001,Apparel,6.0,72.11,UPI,Pending
TXN-10230,ORD-50230,CUST-766,user_329@gmail.com,2026-07-25 14:55:27,PROD-4056,Apparel,8.0,210.75,Credit Card,Failed
TXN-10231,ORD-50231,CUST-491,user_794@yahoo.com,2026-07-27 18:44:54,PROD-3015,Books,4.0,180.0,Debit Card,Completed
TXN-10232,ORD-50232,CUST-687,user_214@yahoo.com,2026-07-26 07:58:11,PROD-6424,Electronics,4.0,492.72,UPI,Failed
TXN-10233,ORD-50233,CUST-556,user_403@outlook.com,2026-07-28 13:16:42,PROD-3153,Beauty,6.0,5.34,Credit Card,Completed
TXN-10234,ORD-50234,CUST-229,user_887@company.org,2026-07-29 01:47:27,PROD-6156,Apparel,1.0,135.81,UPI,Pending
TXN-10235,ORD-50235,CUST-902,user_600@company.org,2026-07-25 13:29:24,PROD-3951,Sports,10.0,55.66,UPI,Failed
TXN-10236,ORD-50236,CUST-147,user_772@gmail,2026-07-28 23:37:32,PROD-5258,Apparel,6.0,497.79,Credit Card,Failed
TXN-10237,ORD-50237,CUST-528,user_992@gmail.com,2026-07-30 10:58:06,PROD-5768,Home & Kitchen,8.0,353.37,UPI,Pending
TXN-10238,ORD-50238,CUST-838,user_266@outlook.com,2026-07-26 21:35:17,PROD-9103,Apparel,9.0,160.5,Credit Card,Completed
TXN-10239,ORD-50239,CUST-749,user_533@yahoo.com,2026-07-30 02:02:20,PROD-2700,Sports,,229.53,Debit Card,Failed
TXN-10240,ORD-50240,CUST-125,user_509@company.org,2026-07-28 01:53:31,PROD-2598,Beauty,5.0,,UPI,Pending
TXN-10241,ORD-50241,CUST-773,user_423@company.org,2026-12-25 16:25:04,PROD-7867,Sports,7.0,142.44,Debit Card,Completed
TXN-10242,ORD-50242,CUST-167,user_259@outlook.com,2026-07-29 16:24:23,PROD-1894,Electronics,3.0,295.89,PayPal,Completed
TXN-10243,ORD-50243,CUST-870,user_140@outlook.com,2026-07-31 12:57:06,PROD-3177,Beauty,5.0,174.55,PayPal,Pending
TXN-10244,ORD-50244,,user_727@company.org,2026-07-27 00:26:06,PROD-3821,Sports,10.0,171.52,UPI,Completed
TXN-10245,ORD-50245,CUST-829,user_393@gmail.com,2026-07-28 22:20:02,PROD-4949,Beauty,5.0,452.89,PayPal,Pending
TXN-10246,ORD-50246,CUST-393,user_155@yahoo.com,2026-07-25 19:26:31,PROD-1614,Electronics,6.0,137.71,UPI,Completed
TXN-10247,ORD-50247,CUST-752,user_322@company.org,2026-07-30 13:49:30,PROD-1569,Home & Kitchen,4.0,214.01,UPI,Pending
TXN-10248,ORD-50248,CUST-431,user_419@outlook.com,2026-07-29 01:43:36,PROD-2846,Beauty,7.0,165.66,PayPal,Pending
TXN-10249,ORD-50249,CUST-305,user_427@company.org,2026-07-31 11:44:42,PROD-1973,Sports,6.0,474.5,UPI,Pending
TXN-10250,ORD-50250,CUST-224,user_615@outlook.com,2026-07-27 01:19:21,PROD-2596,Apparel,1.0,121.55,UPI,Completed
TXN-10251,ORD-50251,CUST-524,user_733@outlook.com,2026-07-28 00:53:16,PROD-1783,Electronics,9.0,448.93,PayPal,Pending
TXN-10252,ORD-50252,CUST-784,user_929@gmail.com,2026-07-29 15:25:50,PROD-9724,Electronics,10.0,100.18,Debit Card,Completed
TXN-10253,ORD-50253,CUST-413,user_234@company.org,2026-07-31 23:10:32,PROD-9546,Beauty,7.0,265.32,UPI,Completed
TXN-10254,ORD-50254,,user_818@gmail.com,2026-07-28 11:27:56,PROD-4361,Sports,6.0,405.17,PayPal,Completed
TXN-10255,ORD-50255,CUST-312,user_959@yahoo.com,2026-07-27 10:30:54,PROD-9490,Apparel,10.0,14.26,Credit Card,Pending
TXN-10256,ORD-50256,CUST-515,user_262@yahoo.com,2026-07-29 09:35:41,PROD-2651,Home & Kitchen,4.0,221.21,Debit Card,Failed
TXN-10257,ORD-50257,CUST-985,user_207@gmail.com,2026-07-27 12:00:48,PROD-8848,Books,7.0,196.17,Debit Card,Failed
TXN-10258,ORD-50258,CUST-386,user_521@outlook.com,2026-07-26 22:30:21,PROD-5614,Books,6.0,174.42,Credit Card,Failed
TXN-10259,ORD-50259,CUST-457,user_859@outlook.com,2026-07-30 03:28:33,PROD-3052,Beauty,5.0,320.1,PayPal,Completed
TXN-10260,ORD-50260,CUST-515,user_886@yahoo.com,2026-07-31 06:30:03,PROD-3870,Home & Kitchen,3.0,,PayPal,Pending
TXN-10261,ORD-50261,CUST-771,user_340@company.org,2026-07-29 19:33:17,PROD-5063,Apparel,-3.0,279.65,PayPal,Failed
TXN-10262,ORD-50262,CUST-845,user_347@gmail.com,2026-07-31 03:19:51,PROD-4989,Apparel,2.0,251.8,Credit Card,Completed
TXN-10263,ORD-50263,CUST-989,user_550@yahoo.com,2026-08-01 09:05:46,PROD-2453,Home & Kitchen,10.0,0.0,PayPal,Failed
TXN-10264,ORD-50264,CUST-224,user_514@company.org,2026-07-29 06:12:36,PROD-2458,Electronics,4.0,405.98,Debit Card,Completed
TXN-10265,ORD-50265,CUST-202,user_762@company.org,2026-07-30 08:00:27,PROD-9081,Apparel,7.0,434.56,Debit Card,Failed
TXN-10266,ORD-50266,CUST-991,user_296@company.org,2026-07-28 13:12:56,PROD-9012,Beauty,7.0,334.84,Credit Card,Failed
TXN-10267,ORD-50267,,user_137@outlook.com,2026-07-31 14:34:44,PROD-8918,Home & Kitchen,10.0,170.6,UPI,Pending
TXN-10268,ORD-50268,CUST-348,user_389@company.org,2026-08-01 01:17:35,PROD-3074,Sports,1.0,154.88,UPI,Completed
TXN-10269,ORD-50269,CUST-377,user_899@yahoo.com,2026-07-27 17:18:06,PROD-5383,Electronics,5.0,172.87,Credit Card,Completed
TXN-10270,ORD-50270,CUST-649,user_282@company.org,2026-07-26 07:17:23,PROD-6040,Home & Kitchen,1.0,116.9,UPI,Failed
TXN-10271,ORD-50271,CUST-376,user_967@company.org,2026-07-30 17:52:37,PROD-4823,Sports,2.0,456.91,UPI,Failed
TXN-10272,ORD-50272,CUST-972,user_373@outlook.com,2026-07-30 03:03:57,PROD-1726,Sports,6.0,275.88,PayPal,Completed
TXN-10273,ORD-50273,CUST-945,user_507@company.org,2026-07-28 07:39:51,PROD-6412,Beauty,5.0,172.18,PayPal,Pending
TXN-10274,ORD-50274,CUST-430,user_207@company.org,2026-07-31 06:36:45,PROD-7526,Sports,1.0,343.39,Credit Card,Completed
TXN-10275,ORD-50275,CUST-488,user_184@company.org,2026-07-29 10:25:23,PROD-2988,Books,7.0,218.77,Debit Card,Completed
TXN-10276,ORD-50276,CUST-823,user_507@gmail,2026-08-01 04:45:28,PROD-6021,Home & Kitchen,5.0,148.79,Credit Card,Pending
TXN-10277,ORD-50277,CUST-253,user_755@yahoo.com,2026-07-27 10:07:41,PROD-1687,Beauty,3.0,209.69,PayPal,Completed
TXN-10278,ORD-50278,CUST-881,user_791@gmail.com,2026-07-29 01:06:33,PROD-6335,Apparel,9.0,,Debit Card,Pending
TXN-10279,ORD-50279,CUST-590,user_850@yahoo.com,2026-07-26 22:38:46,PROD-3571,Books,3.0,378.54,UPI,Failed
TXN-10280,ORD-50280,CUST-974,user_154@yahoo.com,2026-07-30 17:32:11,PROD-8118,Books,6.0,204.36,Debit Card,Completed
TXN-10281,ORD-50281,CUST-463,user_816@gmail.com,2026-07-28 09:50:04,PROD-3967,Beauty,3.0,132.7,PayPal,Failed
TXN-10282,ORD-50282,CUST-835,user_867@company.org,2026-07-29 23:11:01,PROD-9304,Apparel,2.0,-92.69,Debit Card,Completed
TXN-10283,ORD-50283,,user_400@outlook.com,2026-07-27 12:11:36,PROD-7374,Beauty,1.0,335.42,UPI,Pending
TXN-10284,ORD-50284,CUST-380,user_301@gmail.com,2026-07-29 01:37:01,PROD-9428,Beauty,8.0,417.23,PayPal,Completed
TXN-10285,ORD-50285,CUST-136,user_349@outlook.com,2026-07-30 00:49:29,PROD-7428,Sports,5.0,225.25,Credit Card,Pending
TXN-10286,ORD-50286,CUST-659,user_587@outlook.com,2026-07-31 17:06:50,PROD-1176,Electronics,7.0,470.08,Credit Card,Completed
TXN-10287,ORD-50287,CUST-388,user_751@outlook.com,2026-07-30 20:37:12,PROD-9938,Electronics,10.0,205.16,Debit Card,Failed
TXN-10288,ORD-50288,CUST-949,user_126@outlook.com,2026-07-29 13:39:36,PROD-9777,Electronics,2.0,28.09,Debit Card,Completed
TXN-10289,ORD-50289,CUST-985,user_717@gmail.com,2026-07-27 06:35:33,PROD-5284,Electronics,1.0,313.1,UPI,Failed
TXN-10290,ORD-50290,CUST-114,user_167@company.org,2026-07-29 15:02:43,PROD-4100,Books,10.0,446.45,Credit Card,Failed
TXN-10291,ORD-50291,CUST-557,user_257@gmail.com,2026-07-27 11:58:03,PROD-1562,Electronics,8.0,402.06,Credit Card,Completed
TXN-10292,ORD-50292,CUST-421,user_401@gmail.com,2026-07-28 00:59:19,PROD-7137,Electronics,2.0,399.66,UPI,Failed
TXN-10293,ORD-50293,CUST-148,user_382@yahoo.com,2026-07-30 12:41:59,PROD-5685,Sports,4.0,408.73,UPI,Failed
TXN-10294,ORD-50294,CUST-293,user_861@company.org,2026-07-29 02:48:34,PROD-3392,Sports,3.0,29.05,PayPal,Pending
TXN-10295,ORD-50295,CUST-535,user_599@yahoo.com,2026-07-31 20:58:44,PROD-4422,Books,7.0,305.59,Credit Card,Failed
TXN-10296,ORD-50296,CUST-377,user_390@gmail.com,2026-07-27 10:56:09,PROD-8405,Apparel,6.0,64.6,Debit Card,Completed
TXN-10297,ORD-50297,CUST-930,user_969@gmail.com,2026-07-31 10:34:15,PROD-1740,Apparel,4.0,211.79,Debit Card,Completed
TXN-10298,ORD-50298,CUST-742,user_466@gmail.com,2026-07-26 16:53:24,PROD-9815,Apparel,4.0,404.91,Debit Card,Failed
TXN-10299,ORD-50299,CUST-324,user_904@outlook.com,2026-07-28 20:57:20,PROD-8615,Home & Kitchen,3.0,298.33,Credit Card,Completed
TXN-10300,ORD-50300,CUST-624,user_751@outlook.com,2026-07-29 15:56:30,PROD-4692,Electronics,5.0,401.2,UPI,Pending
TXN-10301,ORD-50301,CUST-791,user_791@company.org,2026-07-26 12:32:04,PROD-3569,Apparel,9.0,437.33,Debit Card,Completed
TXN-10302,ORD-50302,CUST-658,user_921@company.org,2026-07-26 01:47:33,PROD-4664,Beauty,10.0,291.37,Debit Card,Failed
TXN-10303,ORD-50303,CUST-873,user_844@yahoo.com,2026-07-28 01:31:36,PROD-7709,Books,9.0,80.71,UPI,Failed
TXN-10304,ORD-50304,CUST-140,user_349@yahoo.com,2026-07-31 17:09:09,PROD-9312,Books,0.0,70.07,Debit Card,Completed
TXN-10305,ORD-50305,CUST-985,user_885@company.org,2026-07-26 18:56:54,PROD-8667,Books,7.0,16.95,PayPal,Completed
TXN-10306,ORD-50306,CUST-522,user_170@company.org,2026-07-31 23:58:28,PROD-5945,Sports,3.0,402.64,PayPal,Pending
TXN-10307,ORD-50307,CUST-753,user_280@yahoo.com,2026-07-25 21:58:47,PROD-3770,Sports,,358.25,UPI,Completed
TXN-10308,ORD-50308,CUST-669,user_444@company.org,2026-07-31 09:45:47,PROD-2193,Electronics,4.0,184.62,PayPal,Completed
TXN-10309,ORD-50309,CUST-351,user_638@outlook.com,2026-07-29 07:02:48,PROD-3432,Books,9.0,259.78,PayPal,Completed
TXN-10310,ORD-50310,CUST-616,user_777@yahoo.com,2026-07-28 20:59:57,PROD-6070,Sports,2.0,432.54,UPI,Completed
TXN-10311,ORD-50311,CUST-983,user_256@yahoo.com,2026-07-28 08:23:30,PROD-9808,Home & Kitchen,7.0,422.7,Credit Card,Failed
TXN-10312,ORD-50312,CUST-334,user_717@company.org,2026-07-27 09:19:47,PROD-9241,Apparel,1.0,285.37,Debit Card,Failed
TXN-10313,ORD-50313,CUST-227,user_496@yahoo.com,2026-07-25 14:12:04,PROD-3585,Sports,5.0,429.52,PayPal,Failed
TXN-10314,ORD-50314,CUST-595,user_311@gmail.com,2026-07-26 16:24:47,PROD-9568,Sports,2.0,170.24,Credit Card,Failed
TXN-10315,ORD-50315,CUST-748,user_575@outlook.com,2026-07-27 04:38:30,PROD-7730,Electronics,5.0,259.81,Credit Card,Pending
TXN-10316,ORD-50316,CUST-108,user_645@yahoo.com,2026-07-26 22:59:02,PROD-7663,Home & Kitchen,,418.79,UPI,Failed
TXN-10317,ORD-50317,CUST-927,user_740gmail.com,2026-07-30 15:01:00,PROD-5360,Apparel,6.0,52.24,PayPal,Pending
TXN-10318,ORD-50318,CUST-756,user_236@outlook.com,2026-07-28 09:26:18,PROD-6621,Home & Kitchen,9.0,362.04,Credit Card,Pending
TXN-10319,ORD-50319,CUST-943,user_603@gmail.com,2026-07-31 21:43:44,PROD-9172,Sports,10.0,160.64,Credit Card,Pending
TXN-10320,ORD-50320,CUST-924,user_481@company.org,2026-07-29 15:42:52,PROD-7801,Electronics,4.0,24.94,PayPal,Failed
TXN-10321,ORD-50321,CUST-860,user_900@yahoo.com,2026-07-29 03:20:35,PROD-9372,Beauty,5.0,100.17,UPI,Pending
TXN-10322,ORD-50322,CUST-913,user_436@gmail.com,2026-07-30 04:15:28,PROD-3282,Apparel,7.0,221.13,PayPal,Pending
TXN-10323,ORD-50323,CUST-112,user_519@gmail.com,2026-07-27 05:52:35,PROD-9873,Home & Kitchen,9.0,474.27,Debit Card,Pending
TXN-10324,ORD-50324,CUST-148,user_475@gmail.com,2026-07-27 08:22:56,PROD-3958,Sports,7.0,172.43,UPI,Completed
TXN-10325,ORD-50325,CUST-320,user_848@outlook.com,2026-07-25 22:40:17,PROD-6453,Beauty,0.0,228.76,Debit Card,Failed
TXN-10326,ORD-50326,CUST-216,user_602@gmail,2026-07-27 09:20:00,PROD-9556,Sports,5.0,199.87,Credit Card,Pending
TXN-10327,ORD-50327,CUST-490,user_165@outlook.com,2026-07-27 15:59:27,PROD-9780,Home & Kitchen,2.0,478.06,Debit Card,Completed
TXN-10328,ORD-50328,CUST-258,user_284gmail.com,2026-07-28 23:26:29,PROD-9988,Home & Kitchen,7.0,496.4,Credit Card,Completed
TXN-10329,ORD-50329,CUST-161,user_944@gmail.com,2026-07-26 04:52:44,PROD-9467,Home & Kitchen,10.0,253.53,Credit Card,Failed
TXN-10330,ORD-50330,CUST-937,user_230@yahoo.com,2026-08-01 09:48:30,PROD-4100,Books,6.0,218.43,Debit Card,Pending
TXN-10331,ORD-50331,CUST-233,user_593@yahoo.com,2026-07-29 01:17:17,PROD-4608,Apparel,6.0,41.15,Credit Card,Failed
TXN-10332,ORD-50332,CUST-987,user_427@outlook.com,2026-07-29 10:59:34,PROD-9116,Electronics,2.0,456.72,UPI,Pending
TXN-10333,ORD-50333,CUST-997,user_592@gmail.com,2026-07-30 02:42:02,PROD-1868,Beauty,3.0,343.68,Debit Card,Completed
TXN-10334,ORD-50334,CUST-296,user_467@yahoo.com,2026-07-28 04:35:15,PROD-7726,Sports,4.0,15.32,Debit Card,Completed
TXN-10335,ORD-50335,CUST-752,user_381@company.org,2026-07-26 10:47:18,PROD-2455,Apparel,6.0,427.04,UPI,Failed
TXN-10336,ORD-50336,CUST-623,user_845@gmail.com,2026-07-28 14:30:42,PROD-6887,Apparel,4.0,431.83,UPI,Pending
TXN-10337,ORD-50337,CUST-541,user_231@outlook.com,2026-07-28 11:37:06,PROD-2770,Home & Kitchen,10.0,467.88,PayPal,Pending
TXN-10338,ORD-50338,CUST-431,user_689@outlook.com,2026-07-26 10:45:25,PROD-8986,Electronics,6.0,373.85,Debit Card,Failed
TXN-10339,ORD-50339,CUST-612,user_412@yahoo.com,2026-07-28 22:18:20,PROD-3977,Apparel,4.0,163.52,PayPal,Failed
TXN-10340,ORD-50340,CUST-248,user_568@outlook.com,2026-07-28 20:56:28,PROD-1901,Books,4.0,193.08,UPI,Pending
TXN-10341,ORD-50341,CUST-791,user_879@outlook.com,2026-08-01 06:03:29,PROD-4309,Books,9.0,489.34,Credit Card,Completed
TXN-10342,ORD-50342,CUST-906,user_481@gmail.com,2026-07-28 13:44:33,PROD-9352,Sports,9.0,446.95,PayPal,Failed
TXN-10343,ORD-50343,CUST-105,user_691@gmail.com,2026-07-30 14:15:38,PROD-1891,Beauty,9.0,450.33,PayPal,Failed
TXN-10344,ORD-50344,CUST-409,user_472@company.org,2026-07-27 01:22:43,PROD-7475,Apparel,10.0,455.33,Credit Card,Pending
TXN-10345,ORD-50345,CUST-101,user_900@gmail.com,2026-07-28 06:01:13,PROD-4476,Sports,3.0,495.96,Credit Card,Pending
TXN-10346,ORD-50346,CUST-338,user_682@outlook.com,2026-08-01 05:44:38,PROD-2597,Books,3.0,216.13,PayPal,Pending
TXN-10347,ORD-50347,CUST-451,user_135@yahoo.com,2026-07-26 02:09:09,PROD-7042,Apparel,1.0,343.81,Debit Card,Pending
TXN-10348,ORD-50348,CUST-935,user_688@gmail.com,2026-07-28 18:03:22,PROD-7589,Books,8.0,222.13,Debit Card,Completed
TXN-10349,ORD-50349,CUST-974,user_852@company.org,2026-07-30 16:27:28,PROD-8654,Books,6.0,0.0,PayPal,Pending
TXN-10350,ORD-50350,CUST-570,user_662gmail.com,2026-07-30 04:44:26,PROD-1065,Sports,6.0,92.58,Credit Card,Completed
TXN-10351,ORD-50351,CUST-336,user_136@gmail.com,2026-07-29 14:07:27,PROD-6494,Sports,2.0,0.0,Debit Card,Failed
TXN-10352,ORD-50352,CUST-415,user_382@outlook.com,2026-07-29 16:43:31,PROD-8627,Apparel,5.0,153.08,PayPal,Completed
TXN-10353,ORD-50353,CUST-539,user_501@gmail.com,2026-07-27 00:09:23,PROD-4584,Electronics,0.0,289.42,Credit Card,Failed
TXN-10354,ORD-50354,CUST-209,user_322@yahoo.com,2026-08-01 00:20:20,PROD-9814,Home & Kitchen,5.0,113.65,UPI,Failed
TXN-10355,ORD-50355,CUST-449,user_560@yahoo.com,2026-07-29 18:15:14,PROD-8628,Apparel,2.0,302.94,Credit Card,Completed
TXN-10356,ORD-50356,CUST-101,user_991@outlook.com,2026-07-26 14:58:20,PROD-6212,Electronics,7.0,485.38,PayPal,Pending
TXN-10357,ORD-50357,CUST-206,user_340@gmail.com,2026-08-01 09:08:34,PROD-2451,Apparel,9.0,390.61,UPI,Pending
TXN-10358,ORD-50358,CUST-319,user_292@yahoo.com,2026-07-27 03:50:08,PROD-9690,Electronics,3.0,232.41,PayPal,Completed
TXN-10359,ORD-50359,CUST-792,user_727@yahoo.com,2026-07-26 06:30:00,PROD-6477,Sports,9.0,310.48,Debit Card,Failed
TXN-10360,ORD-50360,CUST-608,user_171@gmail.com,2026-07-27 04:40:44,PROD-1079,Apparel,2.0,178.53,UPI,Pending
TXN-10361,ORD-50361,CUST-768,user_876@gmail.com,2026-07-31 09:28:56,PROD-9784,Sports,3.0,330.17,Credit Card,Completed
TXN-10362,ORD-50362,,user_474@gmail.com,2026-07-31 02:19:20,PROD-6158,Home & Kitchen,10.0,212.33,PayPal,Failed
TXN-10363,ORD-50363,CUST-408,user_955@yahoo.com,2026-07-30 04:47:09,PROD-8494,Home & Kitchen,,41.14,Debit Card,Pending
TXN-10364,ORD-50364,CUST-873,user_718@yahoo.com,2026-07-30 09:47:43,PROD-4514,Beauty,8.0,336.18,Credit Card,Failed
TXN-10365,ORD-50365,CUST-183,user_850@yahoo.com,2026-07-28 13:00:34,PROD-8383,Books,5.0,410.62,UPI,Pending
TXN-10366,ORD-50366,CUST-936,user_516@outlook.com,2026-07-26 03:52:41,PROD-1336,Books,10.0,85.37,Credit Card,Pending
TXN-10367,ORD-50367,CUST-872,user_195@yahoo.com,2026-07-28 14:20:24,PROD-5970,Sports,4.0,226.58,UPI,Pending
TXN-10368,ORD-50368,CUST-220,user_362@gmail.com,2026-08-01 05:48:14,PROD-9333,Books,8.0,445.32,Debit Card,Failed
TXN-10369,ORD-50369,CUST-445,user_897@gmail.com,2026-07-25 17:56:34,PROD-4738,Sports,-4.0,380.5,PayPal,Completed
TXN-10370,ORD-50370,CUST-928,user_477@company.org,2026-07-31 09:16:29,PROD-9810,Apparel,1.0,114.19,UPI,Completed
TXN-10371,ORD-50371,CUST-488,user_430@outlook.com,2026-08-01 01:50:39,PROD-9968,Beauty,7.0,107.61,PayPal,Pending
TXN-10372,ORD-50372,CUST-868,user_825@yahoo.com,2026-07-25 13:20:06,PROD-9210,Electronics,4.0,15.73,Credit Card,Pending
TXN-10373,ORD-50373,CUST-264,user_880@outlook.com,2026-07-30 18:52:31,PROD-7147,Apparel,3.0,0.0,Credit Card,Failed
TXN-10374,ORD-50374,CUST-309,user_552@yahoo.com,2026-07-25 21:18:38,PROD-2238,Books,8.0,487.34,UPI,Pending
TXN-10375,ORD-50375,CUST-846,user_360gmail.com,2026-08-01 01:03:21,PROD-7834,Electronics,5.0,223.65,Debit Card,Pending
TXN-10376,ORD-50376,CUST-633,user_180@outlook.com,2026-07-29 02:43:55,PROD-7756,Books,8.0,51.4,Credit Card,Failed
TXN-10377,ORD-50377,CUST-419,user_773@gmail.com,2026-07-29 18:40:39,PROD-7740,Electronics,1.0,45.52,UPI,Completed
TXN-10378,ORD-50378,CUST-139,user_213@gmail.com,2026-07-31 08:23:11,PROD-7373,Home & Kitchen,8.0,429.36,Debit Card,Pending
TXN-10379,ORD-50379,CUST-144,user_503@outlook.com,2026-07-31 09:12:55,PROD-5912,Sports,3.0,31.82,Credit Card,Failed
TXN-10380,ORD-50380,CUST-348,user_546@gmail.com,2026-07-31 09:45:37,PROD-7822,Books,4.0,209.76,UPI,Completed
TXN-10381,ORD-50381,CUST-752,user_335gmail.com,2026-07-29 17:37:25,PROD-4206,Home & Kitchen,9.0,450.68,UPI,Completed
TXN-10382,ORD-50382,CUST-880,user_492@gmail.com,2026-07-25 14:32:45,PROD-2040,Electronics,2.0,157.42,UPI,Pending
TXN-10383,ORD-50383,CUST-241,user_875@company.org,2026-07-29 04:28:33,PROD-5925,Electronics,6.0,186.16,Debit Card,Pending
TXN-10384,ORD-50384,CUST-630,user_396@outlook.com,2026-07-26 15:23:06,PROD-8639,Apparel,5.0,206.76,PayPal,Pending
TXN-10385,ORD-50385,CUST-420,user_720@outlook.com,2026-07-30 22:34:05,PROD-8359,Beauty,4.0,122.19,UPI,Pending
TXN-10386,ORD-50386,CUST-713,user_867@gmail.com,2027-01-16 16:25:04,PROD-1631,Books,7.0,389.1,Debit Card,Pending
TXN-10387,ORD-50387,CUST-880,user_579@outlook.com,2026-07-28 10:38:43,PROD-3981,Electronics,1.0,197.86,PayPal,Failed
