transaction_id,order_id,customer_id,customer_email,transaction_timestamp,product_id,category,quantity,unit_price,payment_method,status,run_id,rejection_reasons
TXN-10553,ORD-50553,CUST-363,user_627gmail.com,2026-07-27 01:53:56,PROD-7140,Home & Kitchen,10.0,495.0,UPI,Failed,RUN-20260809-162605,DQ_RULE_02: Invalid customer_email format (user_627gmail.com)
TXN-10556,ORD-50556,CUST-436,user_513@outlook.com,2026-07-27 21:15:45,PROD-4884,Beauty,-5.0,237.27,Credit Card,Completed,RUN-20260809-162605,DQ_RULE_04: quantity (-5.0) must be > 0
TXN-10558,ORD-50558,CUST-955,user_874@company.org,2026-09-11 16:25:04,PROD-9368,Sports,2.0,252.18,PayPal,Failed,RUN-20260809-162605,DQ_RULE_05: Future timestamp detected (2026-09-11 16:25:04)
TXN-10561,ORD-50561,CUST-389,user_306gmail.com,2026-07-26 12:40:56,PROD-5708,Home & Kitchen,5.0,453.6,Credit Card,Pending,RUN-20260809-162605,DQ_RULE_02: Invalid customer_email format (user_306gmail.com)
TXN-10568,ORD-50568,CUST-343,user_151@outlook.com,2026-08-01 03:16:58,PROD-8976,Apparel,,322.97,PayPal,Completed,RUN-20260809-162605,DQ_RULE_04: quantity is NULL/NaN
TXN-10571,ORD-50571,CUST-528,user_111@yahoo.com,2026-07-27 15:16:02,PROD-4752,Electronics,-3.0,349.27,Credit Card,Failed,RUN-20260809-162605,DQ_RULE_04: quantity (-3.0) must be > 0
TXN-10585,ORD-50585,CUST-648,user_437@gmail.com,2026-07-27 03:34:18,PROD-6642,Apparel,8.0,0.0,Credit Card,Failed,RUN-20260809-162605,DQ_RULE_03: unit_price (0.0) must be > 0
TXN-10586,ORD-50586,CUST-191,user_741@company.org,2026-07-31 17:37:35,PROD-2924,Beauty,,457.31,PayPal,Failed,RUN-20260809-162605,DQ_RULE_04: quantity is NULL/NaN
TXN-10590,ORD-50590,,user_188@outlook.com,2026-07-30 18:02:37,PROD-8421,Beauty,8.0,486.58,Credit Card,Pending,RUN-20260809-162605,DQ_RULE_01: customer_id is NULL or blank
TXN-10594,ORD-50594,CUST-540,user_201@outlook.com,2026-07-31 04:43:19,PROD-8477,Electronics,-4.0,150.07,Credit Card,Failed,RUN-20260809-162605,DQ_RULE_04: quantity (-4.0) must be > 0
TXN-10603,ORD-50603,,user_462@gmail.com,2026-07-30 17:36:48,PROD-4138,Home & Kitchen,1.0,466.21,Credit Card,Pending,RUN-20260809-162605,DQ_RULE_01: customer_id is NULL or blank
TXN-10611,ORD-50611,CUST-510,user_323@outlook.com,2026-07-26 15:23:47,PROD-8855,Beauty,,85.05,UPI,Pending,RUN-20260809-162605,DQ_RULE_04: quantity is NULL/NaN
TXN-10612,ORD-50612,,user_655@yahoo.com,2026-07-31 06:06:56,PROD-9843,Apparel,6.0,410.14,Credit Card,Pending,RUN-20260809-162605,DQ_RULE_01: customer_id is NULL or blank
TXN-10613,ORD-50613,CUST-291,user_866@outlook.com,2026-07-28 21:47:05,PROD-8861,Beauty,0.0,212.27,UPI,Failed,RUN-20260809-162605,DQ_RULE_04: quantity (0.0) must be > 0
TXN-10617,ORD-50617,CUST-921,user_459@company.org,2026-07-26 05:59:09,PROD-3590,Apparel,-3.0,89.08,UPI,Completed,RUN-20260809-162605,DQ_RULE_04: quantity (-3.0) must be > 0
TXN-10621,ORD-50621,,user_118@gmail.com,2026-07-31 06:54:35,PROD-8588,Electronics,7.0,283.41,PayPal,Completed,RUN-20260809-162605,DQ_RULE_01: customer_id is NULL or blank
TXN-10631,ORD-50631,CUST-312,user_934@yahoo.com,2026-07-28 13:51:31,PROD-2950,Beauty,0.0,179.09,PayPal,Failed,RUN-20260809-162605,DQ_RULE_04: quantity (0.0) must be > 0
TXN-10632,ORD-50632,CUST-240,user_350@outlook.com,2026-07-31 19:00:59,PROD-7824,Beauty,1.0,-32.85,PayPal,Failed,RUN-20260809-162605,DQ_RULE_03: unit_price (-32.85) must be > 0
TXN-10634,ORD-50634,CUST-410,user_356@outlook.com,2026-07-27 16:27:39,PROD-6809,Apparel,0.0,186.57,Credit Card,Pending,RUN-20260809-162605,DQ_RULE_04: quantity (0.0) must be > 0
TXN-10637,ORD-50637,CUST-241,user_566@outlook.com,2026-07-25 21:28:53,PROD-6538,Electronics,10.0,-44.21,Credit Card,Pending,RUN-20260809-162605,DQ_RULE_03: unit_price (-44.21) must be > 0
TXN-10638,ORD-50638,CUST-115,user_984@company.org,2026-07-27 17:52:06,PROD-2849,Books,6.0,0.0,Credit Card,Completed,RUN-20260809-162605,DQ_RULE_03: unit_price (0.0) must be > 0
TXN-10642,ORD-50642,CUST-876,user_327@company.org,2026-07-26 06:56:52,PROD-3205,Apparel,,183.51,Debit Card,Pending,RUN-20260809-162605,DQ_RULE_04: quantity is NULL/NaN
TXN-10644,ORD-50644,CUST-864,user_760@company.org,2026-07-30 14:16:34,PROD-5614,Books,4.0,0.0,Debit Card,Pending,RUN-20260809-162605,DQ_RULE_03: unit_price (0.0) must be > 0
TXN-10652,ORD-50652,CUST-605,user_837@gmail.com,2027-06-05 16:25:04,PROD-6978,Sports,4.0,215.57,UPI,Completed,RUN-20260809-162605,DQ_RULE_05: Future timestamp detected (2027-06-05 16:25:04)
TXN-10662,ORD-50662,CUST-470,user_759@outlook.com,2027-07-27 16:25:04,PROD-5161,Books,10.0,54.69,Debit Card,Failed,RUN-20260809-162605,DQ_RULE_05: Future timestamp detected (2027-07-27 16:25:04)
TXN-10669,ORD-50669,CUST-357,user_391gmail.com,2026-07-25 13:34:13,PROD-1510,Beauty,6.0,92.18,Credit Card,Pending,RUN-20260809-162605,DQ_RULE_02: Invalid customer_email format (user_391gmail.com)
TXN-10678,ORD-50678,CUST-276,user_420@company.org,2026-07-29 14:09:29,PROD-4185,Apparel,-3.0,393.6,Debit Card,Failed,RUN-20260809-162605,DQ_RULE_04: quantity (-3.0) must be > 0
TXN-10679,ORD-50429,CUST-428,user_475@company.org,2026-07-30 04:22:45,PROD-7016,Apparel,2.0,141.39,Credit Card,Completed,RUN-20260809-162605,DQ_RULE_06: Duplicate order_id detected (ORD-50429)
TXN-10683,ORD-50683,CUST-454,user_539@company.org,2027-04-21 16:25:04,PROD-3713,Sports,8.0,201.08,Credit Card,Completed,RUN-20260809-162605,DQ_RULE_05: Future timestamp detected (2027-04-21 16:25:04)
TXN-10692,ORD-50112,CUST-103,user_682@yahoo.com,2026-07-30 19:34:27,PROD-6314,Books,1.0,451.25,Debit Card,Completed,RUN-20260809-162605,DQ_RULE_06: Duplicate order_id detected (ORD-50112)
TXN-10693,ORD-50693,CUST-227,user_197@outlook.com,2026-08-01 09:34:52,PROD-8791,Beauty,0.0,166.53,Credit Card,Completed,RUN-20260809-162605,DQ_RULE_04: quantity (0.0) must be > 0
TXN-10698,ORD-50144,CUST-557,user_259@gmail.com,2026-07-28 05:05:44,PROD-9961,Apparel,5.0,464.58,Debit Card,Failed,RUN-20260809-162605,DQ_RULE_06: Duplicate order_id detected (ORD-50144)
TXN-10708,ORD-50708,CUST-515,user_836@yahoo.com,2026-07-31 04:24:28,PROD-9391,Sports,5.0,-31.53,Debit Card,Pending,RUN-20260809-162605,DQ_RULE_03: unit_price (-31.53) must be > 0
TXN-10709,ORD-50709,CUST-648,user_325@yahoo.com,2026-07-29 06:02:29,PROD-8919,Electronics,0.0,481.08,Debit Card,Failed,RUN-20260809-162605,DQ_RULE_04: quantity (0.0) must be > 0
TXN-10712,ORD-50712,CUST-519,user_786gmail.com,2026-07-28 16:15:16,PROD-6175,Home & Kitchen,2.0,88.99,PayPal,Completed,RUN-20260809-162605,DQ_RULE_02: Invalid customer_email format (user_786gmail.com)
TXN-10713,ORD-50713,CUST-976,user_800gmail.com,2026-07-25 16:18:22,PROD-1405,Home & Kitchen,7.0,155.59,Debit Card,Completed,RUN-20260809-162605,DQ_RULE_02: Invalid customer_email format (user_800gmail.com)
TXN-10716,ORD-50716,CUST-498,user_827@yahoo.com,2026-07-31 03:57:19,PROD-7417,Apparel,5.0,-135.74,UPI,Pending,RUN-20260809-162605,DQ_RULE_03: unit_price (-135.74) must be > 0
TXN-10723,ORD-50723,CUST-388,user_960gmail.com,2026-07-26 09:58:24,PROD-5211,Apparel,1.0,175.22,Credit Card,Completed,RUN-20260809-162605,DQ_RULE_02: Invalid customer_email format (user_960gmail.com)
TXN-10728,ORD-50728,CUST-224,user_976@gmail.com,2026-07-29 00:02:36,PROD-6595,Home & Kitchen,,392.56,Credit Card,Failed,RUN-20260809-162605,DQ_RULE_04: quantity is NULL/NaN
TXN-10736,ORD-50736,,user_236@company.org,2026-07-27 06:50:12,PROD-2986,Electronics,7.0,232.4,UPI,Completed,RUN-20260809-162605,DQ_RULE_01: customer_id is NULL or blank
TXN-10744,ORD-50744,CUST-535,user_893@company.org,2026-07-31 02:35:27,PROD-6947,Electronics,-2.0,282.72,UPI,Completed,RUN-20260809-162605,DQ_RULE_04: quantity (-2.0) must be > 0
TXN-10751,ORD-50751,CUST-170,user_805@outlook.com,2026-07-29 09:45:59,PROD-5560,Apparel,1.0,-36.72,Debit Card,Failed,RUN-20260809-162605,DQ_RULE_03: unit_price (-36.72) must be > 0
TXN-10762,ORD-50762,CUST-306,user_859@gmail.com,2026-07-25 14:39:57,PROD-6002,Beauty,5.0,,Debit Card,Pending,RUN-20260809-162605,DQ_RULE_03: unit_price is NULL/NaN
TXN-10778,ORD-50627,CUST-826,user_503@outlook.com,2026-07-28 22:24:59,PROD-5657,Home & Kitchen,10.0,47.98,UPI,Completed,RUN-20260809-162605,DQ_RULE_06: Duplicate order_id detected (ORD-50627)
TXN-10787,ORD-50787,CUST-338,user_125@gmail.com,2026-07-29 23:14:42,PROD-2819,Home & Kitchen,-2.0,270.77,UPI,Failed,RUN-20260809-162605,DQ_RULE_04: quantity (-2.0) must be > 0
TXN-10791,ORD-50791,,user_778@gmail.com,2026-07-27 07:59:15,PROD-8245,Apparel,9.0,435.17,Credit Card,Completed,RUN-20260809-162605,DQ_RULE_01: customer_id is NULL or blank
TXN-10795,ORD-50277,CUST-941,user_629@company.org,2026-07-27 05:58:46,PROD-6956,Home & Kitchen,1.0,114.9,Credit Card,Failed,RUN-20260809-162605,DQ_RULE_06: Duplicate order_id detected (ORD-50277)
TXN-10797,ORD-50797,CUST-351,user_491gmail.com,2026-07-29 11:12:49,PROD-3224,Apparel,6.0,22.5,Debit Card,Completed,RUN-20260809-162605,DQ_RULE_02: Invalid customer_email format (user_491gmail.com)
TXN-10801,ORD-50801,CUST-592,user_893@gmail.com,2026-07-25 17:57:09,PROD-8525,Sports,4.0,,PayPal,Pending,RUN-20260809-162605,DQ_RULE_03: unit_price is NULL/NaN
TXN-10808,ORD-50808,CUST-140,user_343@outlook.com,2026-07-28 22:31:01,PROD-8592,Books,0.0,422.39,Debit Card,Failed,RUN-20260809-162605,DQ_RULE_04: quantity (0.0) must be > 0
TXN-10813,ORD-50813,CUST-110,user_894gmail.com,2026-07-30 13:49:40,PROD-2557,Beauty,6.0,34.93,Debit Card,Pending,RUN-20260809-162605,DQ_RULE_02: Invalid customer_email format (user_894gmail.com)
TXN-10815,ORD-50815,,user_130@yahoo.com,2026-07-30 16:43:45,PROD-4324,Sports,10.0,396.92,Credit Card,Failed,RUN-20260809-162605,DQ_RULE_01: customer_id is NULL or blank
TXN-10823,ORD-50726,CUST-837,user_721@gmail.com,2026-07-29 06:35:27,PROD-8437,Books,9.0,264.02,Debit Card,Completed,RUN-20260809-162605,DQ_RULE_06: Duplicate order_id detected (ORD-50726)
TXN-10827,ORD-50827,CUST-690,user_749@gmail,2026-07-28 01:48:55,PROD-9579,Books,5.0,407.51,PayPal,Failed,RUN-20260809-162605,DQ_RULE_02: Invalid customer_email format (user_749@gmail)
TXN-10832,ORD-50832,CUST-331,user_141@gmail.com,2026-07-28 17:54:20,PROD-7716,Sports,0.0,16.06,PayPal,Pending,RUN-20260809-162605,DQ_RULE_04: quantity (0.0) must be > 0
TXN-10834,ORD-50599,CUST-698,user_198@yahoo.com,2026-07-26 07:06:13,PROD-7565,Sports,1.0,261.64,Debit Card,Failed,RUN-20260809-162605,DQ_RULE_06: Duplicate order_id detected (ORD-50599)
TXN-10835,ORD-50835,CUST-283,user_210@company.org,2026-07-27 08:54:58,PROD-4208,Home & Kitchen,6.0,0.0,PayPal,Completed,RUN-20260809-162605,DQ_RULE_03: unit_price (0.0) must be > 0
TXN-10837,ORD-50837,CUST-821,user_132@yahoo.com,2026-07-29 07:29:22,PROD-2134,Books,,31.57,Debit Card,Pending,RUN-20260809-162605,DQ_RULE_04: quantity is NULL/NaN
TXN-10842,ORD-50842,CUST-504,user_309@outlook.com,2026-07-25 10:19:36,PROD-3590,Books,0.0,252.14,PayPal,Failed,RUN-20260809-162605,DQ_RULE_04: quantity (0.0) must be > 0
TXN-10844,ORD-50844,CUST-377,user_476@company.org,2026-07-27 16:25:13,PROD-4147,Apparel,5.0,0.0,UPI,Failed,RUN-20260809-162605,DQ_RULE_03: unit_price (0.0) must be > 0
TXN-10847,ORD-50847,,user_344@outlook.com,2026-07-30 08:04:07,PROD-3649,Apparel,6.0,236.8,PayPal,Failed,RUN-20260809-162605,DQ_RULE_01: customer_id is NULL or blank
TXN-10849,ORD-50849,CUST-440,user_498@yahoo.com,2026-07-25 20:38:10,PROD-3111,Beauty,2.0,,Credit Card,Failed,RUN-20260809-162605,DQ_RULE_03: unit_price is NULL/NaN
TXN-10850,ORD-50850,CUST-328,user_580@outlook.com,2026-07-29 23:14:20,PROD-8712,Home & Kitchen,9.0,-83.46,Debit Card,Completed,RUN-20260809-162605,DQ_RULE_03: unit_price (-83.46) must be > 0
TXN-10859,ORD-50859,CUST-466,user_256@yahoo.com,2026-07-29 23:06:23,PROD-3403,Sports,,327.38,Credit Card,Failed,RUN-20260809-162605,DQ_RULE_04: quantity is NULL/NaN
TXN-10867,ORD-50867,CUST-394,user_489@gmail,2026-07-26 15:24:26,PROD-4542,Electronics,8.0,487.6,PayPal,Completed,RUN-20260809-162605,DQ_RULE_02: Invalid customer_email format (user_489@gmail)
TXN-10871,ORD-50046,CUST-175,user_322@outlook.com,2026-07-30 01:38:04,PROD-9238,Electronics,5.0,467.5,Debit Card,Completed,RUN-20260809-162605,DQ_RULE_06: Duplicate order_id detected (ORD-50046)
TXN-10874,ORD-50874,CUST-413,user_754@company.org,2026-07-26 17:27:16,PROD-1662,Sports,0.0,195.87,Credit Card,Failed,RUN-20260809-162605,DQ_RULE_04: quantity (0.0) must be > 0
TXN-10880,ORD-50880,CUST-819,user_813@gmail.com,2026-07-26 01:43:45,PROD-6575,Sports,-4.0,171.85,UPI,Completed,RUN-20260809-162605,DQ_RULE_04: quantity (-4.0) must be > 0
TXN-10881,ORD-50881,CUST-567,user_774@outlook.com,2027-05-12 16:25:04,PROD-3176,Beauty,4.0,229.44,UPI,Pending,RUN-20260809-162605,DQ_RULE_05: Future timestamp detected (2027-05-12 16:25:04)
TXN-10889,ORD-50889,,user_541@gmail.com,2026-07-28 10:05:32,PROD-6536,Beauty,9.0,427.13,UPI,Completed,RUN-20260809-162605,DQ_RULE_01: customer_id is NULL or blank
TXN-10893,ORD-50893,,user_740@company.org,2026-07-26 20:05:00,PROD-5580,Sports,4.0,281.12,Debit Card,Completed,RUN-20260809-162605,DQ_RULE_01: customer_id is NULL or blank
TXN-10899,ORD-50899,CUST-953,user_152gmail.com,2026-07-28 12:11:13,PROD-7791,Electronics,10.0,405.86,PayPal,Completed,RUN-20260809-162605,DQ_RULE_02: Invalid customer_email format (user_152gmail.com)
TXN-10901,ORD-50901,CUST-431,user_755gmail.com,2026-07-28 11:09:04,PROD-3755,Electronics,7.0,203.64,PayPal,Failed,RUN-20260809-162605,DQ_RULE_02: Invalid customer_email format (user_755gmail.com)
TXN-10905,ORD-50905,CUST-405,user_637@gmail,2026-07-31 01:07:57,PROD-1953,Electronics,5.0,442.9,Debit Card,Pending,RUN-20260809-162605,DQ_RULE_02: Invalid customer_email format (user_637@gmail)
TXN-10908,ORD-50908,CUST-668,user_261@gmail.com,2026-07-26 19:37:49,PROD-1875,Beauty,1.0,,PayPal,Completed,RUN-20260809-162605,DQ_RULE_03: unit_price is NULL/NaN
TXN-10911,ORD-50911,CUST-801,user_120@company.org,2026-07-27 00:06:10,PROD-1912,Books,-3.0,19.44,PayPal,Completed,RUN-20260809-162605,DQ_RULE_04: quantity (-3.0) must be > 0
TXN-10916,ORD-50916,CUST-882,user_724@company.org,2026-07-28 16:28:14,PROD-6055,Home & Kitchen,5.0,,PayPal,Completed,RUN-20260809-162605,DQ_RULE_03: unit_price is NULL/NaN
TXN-10917,ORD-50917,CUST-873,user_864@outlook.com,2026-07-31 18:49:48,PROD-6685,Books,4.0,-54.83,Debit Card,Failed,RUN-20260809-162605,DQ_RULE_03: unit_price (-54.83) must be > 0
TXN-10922,ORD-50922,,user_617@yahoo.com,2026-07-31 12:33:11,PROD-1461,Home & Kitchen,9.0,142.17,PayPal,Completed,RUN-20260809-162605,DQ_RULE_01: customer_id is NULL or blank
TXN-10925,ORD-50925,CUST-862,user_646@outlook.com,2027-04-15 16:25:04,PROD-7238,Books,5.0,104.07,Debit Card,Failed,RUN-20260809-162605,DQ_RULE_05: Future timestamp detected (2027-04-15 16:25:04)
TXN-10926,ORD-50926,CUST-705,user_255@gmail,2026-07-29 19:42:26,PROD-7576,Apparel,10.0,169.23,PayPal,Failed,RUN-20260809-162605,DQ_RULE_02: Invalid customer_email format (user_255@gmail)
TXN-10927,ORD-50927,CUST-574,user_541@company.org,2026-07-30 04:32:59,PROD-3070,Beauty,,385.54,PayPal,Completed,RUN-20260809-162605,DQ_RULE_04: quantity is NULL/NaN
TXN-10937,ORD-50937,CUST-515,user_113@gmail,2026-07-26 20:11:39,PROD-8597,Home & Kitchen,4.0,81.51,PayPal,Failed,RUN-20260809-162605,DQ_RULE_02: Invalid customer_email format (user_113@gmail)
TXN-10939,ORD-50939,CUST-494,user_590@gmail.com,2026-07-28 11:16:06,PROD-1617,Apparel,1.0,,UPI,Completed,RUN-20260809-162605,DQ_RULE_03: unit_price is NULL/NaN
TXN-10952,ORD-50952,CUST-687,user_971@outlook.com,2026-07-28 23:08:34,PROD-2945,Home & Kitchen,7.0,,Credit Card,Pending,RUN-20260809-162605,DQ_RULE_03: unit_price is NULL/NaN
TXN-10955,ORD-50178,CUST-132,user_381@gmail.com,2026-07-28 03:07:44,PROD-6170,Apparel,10.0,439.19,PayPal,Failed,RUN-20260809-162605,DQ_RULE_06: Duplicate order_id detected (ORD-50178)
TXN-10962,ORD-50962,CUST-651,user_797gmail.com,2026-07-30 10:33:06,PROD-6664,Sports,2.0,309.9,PayPal,Completed,RUN-20260809-162605,DQ_RULE_02: Invalid customer_email format (user_797gmail.com)
TXN-10970,ORD-50970,CUST-514,user_233@yahoo.com,2026-07-29 10:03:38,PROD-5125,Beauty,0.0,287.84,UPI,Pending,RUN-20260809-162605,DQ_RULE_04: quantity (0.0) must be > 0
TXN-10971,ORD-50971,CUST-841,user_193gmail.com,2026-07-31 01:02:28,PROD-9524,Home & Kitchen,7.0,409.54,Debit Card,Failed,RUN-20260809-162605,DQ_RULE_02: Invalid customer_email format (user_193gmail.com)
TXN-10972,ORD-50972,CUST-923,user_745@gmail,2026-07-31 11:04:35,PROD-7893,Electronics,4.0,424.97,Credit Card,Failed,RUN-20260809-162605,DQ_RULE_02: Invalid customer_email format (user_745@gmail)
TXN-10980,ORD-50980,CUST-514,user_629@gmail.com,2026-07-30 07:18:35,PROD-5781,Electronics,,298.1,PayPal,Failed,RUN-20260809-162605,DQ_RULE_04: quantity is NULL/NaN
TXN-10981,ORD-50981,,user_910@gmail.com,2026-07-29 21:46:01,PROD-9630,Sports,1.0,239.52,Debit Card,Pending,RUN-20260809-162605,DQ_RULE_01: customer_id is NULL or blank
TXN-10996,ORD-50996,CUST-220,user_406@outlook.com,2026-07-31 08:41:26,PROD-2527,Books,,190.13,Debit Card,Pending,RUN-20260809-162605,DQ_RULE_04: quantity is NULL/NaN
TXN-11000,ORD-50734,CUST-684,user_146@yahoo.com,2026-07-31 17:37:06,PROD-8466,Books,1.0,479.75,UPI,Pending,RUN-20260809-162605,DQ_RULE_06: Duplicate order_id detected (ORD-50734)
